1,Burgers and Sandwiches,Santa Barbara Chicken Sandwich,$10.95,"a grilled breast of chicken with bacon, avocado and melted cheese on our brioche bun served with fries"
1,Burgers and Sandwiches,Spicy Flat Bread Chicken Sandwich,$10.95,"grilled chicken breast topped with pepper Jack cheese, avocado corn salsa, red onion, lettuce, tomato and mayo on our grilled flatbread, served with fries"
1,Burgers and Sandwiches,Spicy Buffalo Chicken Sandwich,$9.95,"crispy coated chicken breast with our spicy buffalo sauce and melted cheese, served on a brioche bun with fries"
1,Burgers and Sandwiches,Carolina B.B.Q Pork Sandwich,$10.95,"roasted pork tenderloin, our honey chipotle B.B.Q. sauce and cole slaw all piled high on a seeded roll served with fries and peanut slaw"
1,Burgers and Sandwiches,BLT Sandwich,$8.95,"crisp applewood smoked bacon, tomato, bibb lettuce and mayonnaise on toasted country wheat bread, served with fries"
1,Burgers and Sandwiches,Chicken Salad Sandwich,$9.50,"chunks of chicken breast with celery, green onion and mayonnaise on whole wheat bread with lettuce, tomato and mayonnaise, served with fries"
1,Burgers and Sandwiches,Wild Mushroom 'Burger',$9.50,"a meatless burger made from a combination of portabella, shiitake, crimini and butto mushrooms blended with a little garlic, cheese and fresh thyme, served ona bun with fries"
1,Burgers and Sandwiches,Tuna 'Nicoise' Melt,$10.50,"albacore tuna, celery, onion, egg, green beans, tomato, bell pepper and mayonnaise, served open faced on crusty wheat bread with melted havarti cheese and a tossed green salad"
1,Burgers and Sandwiches,Grand Club Sandwich,$10.95,"freshly roasted turkey, crisp applewood smoked bacon, arugula, tomato and mayonnaise on toast served with fries"
1,Burgers and Sandwiches,Warm Pot Roast Sandwich,$11.95,"tri tip slow roasted until tender, with lettuce, tomato and a side of horseradish sauce, served with fries"
1,Burgers and Sandwiches,Grilled Ahi Tuna Burger,$12.95,grilled 'au poivre' style on a brioche bun  served with fries
1,Burgers and Sandwiches,Steak Mushroom and Cheese Sandwich,$13.95,"grilled certified angus steak, mushrooms, onions and melted cheese on a seeded French roll, served with fries"
1,Large Salads,Asian Chicken Salad,$12.95,"sliced chicken breast, crisp wontons, rice noodles, lettuce, napa cabbage, green onion and roasted almonds, tossed in our Asian dressing"
1,Large Salads,Southwestern Salad,$12.95,"chicken breast, fresh corn, black beans, tortilla strips, avocado and pepper Jack cheese tossed in a honey lime vinaigrette"
1,Large Salads,Portofino Chicken Salad,$12.95,"chicken breast, orange, glazed walnuts, red onion, gorgonzola cheese and mixed lettuces all tossed with our house vinaigrette"
1,Large Salads,Polynesian Salad,$12.95,"grilled chicken breast tossed with mixed greens, red and yellow peppers, red onion, jicama, snap peas, cucumbers, mango, macadamia nuts, cilantro and apricot pineapple vinaigrette"
1,Large Salads,California Salad,$12.95,"freshly roasted turkey, bacon, tomato, gorgonzola cheese, egg and chopped greens tossed in or house vinaigrette"
1,Large Salads,Seafood Salad,$15.95,"lump crab, shrimp, avocado, tomato, roasted peppers, corn, green beans, egg, celery and green onion over a bed of crisp Romaine tossed with our 'louis' dressing"
1,Large Salads,Seared Rare Ahi Tuna Salad,$15.95,"with Romaine, radicchio, frise and avocado tossed in our vinaigrette"
1,Large Salads,Manhattan Salad,$11.95 - $15.95,"a chopped salad with Romaine lettuce, asparagus, tomato, white beans, fresh beets, red onion, lentils and assorted vegetables all tossed in our house vinaigrette and your choice of"
1,Pasta and Noodles,Pasta Pomodoro,$11.95,"angel hair with our tomato sauce, basil and garlic"
1,Pasta and Noodles,Zen Noodles,$12.95,"a big bowl of lemongrass chicken broth, rice noodles and sliced chicken breast topped with green onion, served with fresh bean sprouts, spinach and Thai basil leaves on the side"
1,Pasta and Noodles,Pasta Carbonara,$12.95,"imported spaghettini pasta tossed with smoked bacon, peas, a touch of garlic and a parmesan cream sauce, a classic combination"
1,Pasta and Noodles,Pasta Fresca,$12.95,"corkscrew pasta tossed with roasted eggplant, cherry tomatoes, asparagus, broccoli, peppers, sun dried tomatoes, kalamata olives, garlic, olive oil and parmesan"
1,Pasta and Noodles,Pasta Telephono,$13.95,"a rich tomato sauce with a dash of cream and melted mozzarella cheese, baked and topped with toasted bread crumbs"
1,Pasta and Noodles,Pasta with Chicken in Garlic Cream Sauce,$14.95,"tossed with sun dried tomato, fresh mushrooms and parmesan cheese"
1,Pasta and Noodles,"Pasta with Grilled Chicken, Tomato, Basil and Mozzarella",$14.95,"light and fresh, topped with roasted tomatoes and a touch of garlic"
1,Pasta and Noodles,Rustic Lasagna,$15.95,"pasta layered with fresh mushrooms, chicken, spinach and cheese, all covered in a creamy roasted tomato sauce"
1,Pasta and Noodles,Sunday Night Pasta,$16.95,"made fresh every day, a rich slow simmered meat sauce with chunks of beef short ribs, steak, fresh mushroom, onions, garlic and parmesan cheese served over spaghettini"
1,Pasta and Noodles,Spaghettini with Fresh Clams,$16.95,"baby clams, olive oil, garlic and a little white wine with sauteed rock shrimp $3.00 additional"
1,Pasta and Noodles,Pasta with Jumbo Shrimp(,$18.95,"tossed with oven dried tomatoes, artichoke and either our own tomato or lemon cream cheese"
1,From The Oven and Broiler,Salisbury Chopped Steak,$14.50,"old-fashioned chopped sirloin combined with onions, mushrooms and garlic, served with mashed potatoes, brown gravy and fresh vegetables"
1,From The Oven and Broiler,Pan Roasted Chicken Breast,$14.95,marinated with herbs and served with mashed potatoes and fresh vegetables
1,From The Oven and Broiler,Jamaican Pork Tenderloin,$17.50,"with black beans, mashed sweet potatoes, rice and very spicy Jamaican black pepper sauce, topped with cool mango salsa"
1,From The Oven and Broiler,Braised Yankee Pot Roast,$17.95,"tri-tip slow roasted until tender, served with mashed potatoes, vegetables and pan gravy"
1,From The Oven and Broiler,Grilled Pork Chop,$19.50,"porterhouse-cut, glazed and served with mashed sweet potato, vegetables and our own chutney"
1,From The Oven and Broiler,Mongolian Steak,$22.50,"marinated steak and grilled onions served with freshly grilled flat bread, Asian sauces and rice"
1,From The Oven and Broiler,Slow Roasted Short Ribs of Beef,$22.95,"braised with a delicious red wine gravy, served with mashed potatoes,  vegetables and a side of horseradish sauce"
1,From The Oven and Broiler,Steak Frite 'Bistro Style',$21.95,"aged certified angus beef hanger steak, char-grilled and topped with herb butter, served with garlic fries"
1,Steaks,Filet Mignon,$29.95,""
1,Steaks,Petite Filet,$23.95,""
1,Steaks,Rib Eye Steak,$26.95,""
1,Steaks,Cajun Rib Eye Steak,$27.95,marinated with cajun spices
1,Grand Combination Platters,Steak Frite 'Bistro Style' and Shrimp Scampi,$22.95,served with mashed yukon gold potatoes
1,Grand Combination Platters,Steak Frite 'Bistro Style' and Slow Roasted Short Ribs of Beef,$22.95,served with mashed potatoes and creamed horseradish sauce
1,Grand Combination Platters,Slow Roasted Short Ribs of Beef and Shrimp Scampi,$22.95,served with mashed yukon gold potatoes
1,Vegetable Dishes and Accompaniments,Vegetables As a Meal,$12.95,served with steamed white rice and a tasting of any four of the vegetable accompaniments below
1,Vegetable Dishes and Accompaniments,French Fries,$3.50,""
1,Vegetable Dishes and Accompaniments,Mashed Potatoes,$4.95,""
1,Vegetable Dishes and Accompaniments,Parmesan Potato Cakes,$4.95,""
1,Vegetable Dishes and Accompaniments,Glazed Carrots,$3.95,""
1,Vegetable Dishes and Accompaniments,Mashed Sweet Potatoes,$4.95,""
1,Vegetable Dishes and Accompaniments,Fresh Spinach,$4.95,""
1,Vegetable Dishes and Accompaniments,Braised Red Cabbage,$3.95,""
1,Vegetable Dishes and Accompaniments,Broccoli,$4.50,""
1,Vegetable Dishes and Accompaniments,Asparagus,$5.95,""
1,Vegetable Dishes and Accompaniments,Green Beans,$3.95,""
1,Vegetable Dishes and Accompaniments,Szechuan Green Beans,$4.95,""
1,Vegetable Dishes and Accompaniments,Snap Peas,$4.50,""
1,Vegetable Dishes and Accompaniments,Sauteed Wild Mushrooms,$5.95,""
1,Vegetable Dishes and Accompaniments,Steamed White Rice,$2.95,""
1,From The Pan and Grill,Fried Chicken,$13.95,crispy fried chicken served with mashed potatoes and vegetables
1,From The Pan and Grill,Crispy Fish and Chips,$14.95,"always fresh! tempura style-served with peanut cole slaw, French fries and our own tartar sauce"
1,From The Pan and Grill,Crispy Caramel Chicken,$14.95,"crispy battered pieces of chicken breast in a spicy Thai caramel sauce with mushrooms, onions, red chile peppers, garlic and ginger, served with rice"
1,From The Pan and Grill,Chicken Parmesan,$16.95,"a chicken breast coated with parmesan bread crumbs and covered with tomato sauce and mozzarella cheese, served with pasta"
1,From The Pan and Grill,Madeira Chicken,$16.95,"sauteed chicken breast topped with asparagus, mozzarella and our fresh mushroom-madeira sauce, served with mashed potatoes"
1,From The Pan and Grill,Cajun Shrimp and Chicken Jambalaya,$16.95,"sauteed with peppers, onions and tasso in a delicious spicy sauce, served with white rice"
1,From The Pan and Grill,Shaking Beef,$17.95,"southeast Asian inspired! pieces of beef tenderloin, red and green onions sauteed with a mildly spicy marinade, served with steamed white rice"
1,From The Pan and Grill,Crispy Sesame Tofu,$12.95,served with stir-fried vegetables in our spicy szechuan orange sauce and steamed rice
1,From The Pan and Grill,Lemon Chicken Piccata,$15.95,"sauteed chicken breast with creamy lemon sauce, mushrooms, artichoke and capers, served over pasta"
1,From The Pan and Grill,Chicken Venetian,$15.95,"chicken breast sauteed with assorted fresh mushrooms, shallots, herbs, white wine and a touch of cream, served with parmesan potato cakes"
1,From The Pan and Grill,Wiener Schnitzel,$18.95,Austrian style thin crispy coated veal medallions served with mashed potatoes and braised red cabbage
1,From The Pan and Grill,Jumbo Fried Shrimp,$17.95,served with peanut cole slaw and French fries
1,From The Pan and Grill,Miso Glazed Salmon,"",served with rice and stir-fried vegetables
1,From The Pan and Grill,Cedar Planked B.B.Q Salmon,"","roasted on a cedar plank and glazed with sweet and spicy B.B.Q sauce, served with mashed potatoes, corn succotash and crispy onion rings"
1,From The Pan and Grill,Indochine Shrimp and Chicken,$17.95,"a fusion dish of Chinese and Indian flavors, jumbo shrimp, chicken, onions and sweet ginger all sauteed in a delicious spicy sauce of curry, plum wine and a little cream topped with sun-dried cherries and apricots, served with white rice"
1,From The Pan and Grill,Shrimp Scampi,$18.95,"sauteed with white wine, lemon, garlic, fresh tomato, basil, parsley and a touch of cream, served with pasta"
1,Desserts-Baked Fresh in Our Own Bakery,Chocolate Tower,$7.50,"layer of crunchy chocolate with almonds and smooth milk chocolate mousse, topped with whipped cream, fantastic!"
1,Desserts-Baked Fresh in Our Own Bakery,Banana Cream Pie,$6.95,"crunchy pecan graham crust filled with delicious banana cream custard and lots of fresh bananas, topped with fresh whipped cream"
1,Desserts-Baked Fresh in Our Own Bakery,Warm Banana Chocolate Chip Bread Pudding,$6.95,warm and delicious! served with whiskey sauce
1,Desserts-Baked Fresh in Our Own Bakery,Warm Apple or Cherry Crisp,$6.95,topped with crispy nut crunch and vanilla ice cream
1,Desserts-Baked Fresh in Our Own Bakery,Fresh Strawberry Shortcake,$6.95,"a warm sugar topped shortcake filled with fresh strawberries and vanilla ice cream, topped with whipped cream"
1,Desserts-Baked Fresh in Our Own Bakery,Key Lime Pie,$6.95,"baked fresh with a Graham-pecan crust, topped with fresh whipped cream"
1,Desserts-Baked Fresh in Our Own Bakery,'The Best' Carrot Cake,$6.50,citrus cream cheese icing
1,Desserts-Baked Fresh in Our Own Bakery,Deep Dark Fudge Cake,$6.50,fudgy chocolate frosting
1,Desserts-Baked Fresh in Our Own Bakery,Triple Chocolate Almond Ice Cream Cookie Sandwich,$7.50,"freshly baked! filled with caramel ice cream, homemade marshmallow, hot fudge and caramel"
1,Desserts-Baked Fresh in Our Own Bakery,A Box of Warm Homemade Chocolate Chip Pecan Cookies,$5.95,a freshly baked dozen
1,Our Famous Cheesecakes,Original,$0.00,""
1,Our Famous Cheesecakes,Fresh Strawberry,$0.00,""
1,Our Famous Cheesecakes,Chocolate Coconut Cream Cheesecake,$0.00,""
1,Our Famous Cheesecakes,Oreo Cheesecake,$0.00,""
1,Our Famous Cheesecakes,Dulce De Leche Caramel Cheesecake,$0.00,""
1,Our Famous Cheesecakes,White Chocolate Raspberry Truffle Cheesecake,$0.00,""
1,Beverages,Freshly Brewed Coffee,$2.75,our own delicious blend of dark roasted coffee
1,Beverages,Iced Tea,$2.75,""
1,Beverages,Black and Herbal Teas,$2.75,""
1,Beverages,San Pellegrino Sparkling Water,$3.95,""
1,Beverages,Evian Natural Spring Water,$3.95,""
1,Beverages,Fresh Orange or Grapefruit Juice,$4.50,""
1,Beverages,"Tomato, Cranberry or Apple Juice",$3.50,""
1,Beverages,Fresh Lemonade,$3.95,made in-house with a sugared rim
1,Beverages,Strawberry pr Raspberry Lemonade,$4.25,""
1,Beverages,"Special Grand Lux Hot Chocolate Cappuccino, Cafe Latte or Espresso",$3.95,""
1,Beverages-Soft Drinks,Coke,$2.75,""
1,Beverages-Soft Drinks,Diet Coke,$2.75,""
1,Beverages-Soft Drinks,Sprite,$2.75,""
1,Beverages-Soft Drinks,Fresca,$2.75,""
1,Beverages-Soft Drinks,Barq's Root Beer,$2.75,""
1,"Smoothies, Flips and Fizzes",Strawberry Fruit Smoothie,$5.95,"strawberries, orange and pineapple juices, coconut and banana all blended with ice"
1,"Smoothies, Flips and Fizzes",Hawaiian Smoothie,$5.95,"mango, passion fruit, pineapple and coconut blended with ice"
1,"Smoothies, Flips and Fizzes",Mango Ice Swirl,$5.95,"mango, tropical juices and a hint of coconut, blended with ice and swirled with raspberries"
1,"Smoothies, Flips and Fizzes",Citrus Flip,$4.95,a refreshing combination of fresh citrus juices shaken with a splash of sprite and soda
1,"Smoothies, Flips and Fizzes",Berry Fizz,$4.95,"strawberries, blueberries, raspberries blended and served over ice with a splash of sprite and soda"
1,"Smoothies, Flips and Fizzes",Island Cooler,$4.95,"mango, passion and pineapple juices with fresh lemon and a splash of sprite and soda"
2,Desserts,Tiramisu,$3.50,(slice)
2,Desserts,Lemon Italian Ice,$2.50,""
2,Desserts,Spumoni Ice Cream,$2.50,""
2,Beverages,Coke,$0.75 - $3.75,""
2,Beverages,Diet Coke,$0.75 - $3.75,""
2,Beverages,Sprite,$0.75 - $3.75,""
2,Beverages,Coffee,$1.25,(reg. or decaf)
2,Beverages,Bottled Water,$1.25,""
2,Appetizers,French Fries,$2.00,""
2,Appetizers,Cheese Sticks (6),$4.50,""
2,Appetizers,Onion Rings,$4.50,""
2,Appetizers,Breaded Mushrooms,$4.50,""
2,Appetizers,Breaded Cauliflower,$4.50,""
2,Appetizers,Breaded Zucchini,$4.50,""
2,Appetizers,Breaded Combo,$6.25,any 3
2,Appetizers,Chicken Strips (4),$5.00,""
2,Appetizers,Hot Wings (6),$4.25,""
2,Appetizers,Garlic Bread,$2.00,""
2,Appetizers,Garlic Bread ,$3.00,with melted mozzarella
2,Appetizers,Pizza Bread,$3.00,additional ingredient $0.50
2,Appetizers,Homemade Soup,$2.50,minestrone or soup of the day
2,Appetizers,Salad,$2.50 - $3.50,"italian, french, ranch, garlic, thousand island"
2,Sandwiches,Beef,$4.75,""
2,Sandwiches,Sausage,$4.25,""
2,Sandwiches,Meatball,$4.25,""
2,Sandwiches,Big Boy Sandwich,$5.50,""
2,Sandwiches,Combo Sandwich,$5.50,""
2,Sandwiches,Pepper Sandwich,$3.00,""
2,Sandwiches,Eggplant Parmesan,$5.00,""
2,Sandwiches,Chicken Parmesan,$5.00,""
2,Sandwiches,Peppers,$0.25,"sweet, pepperoncini, hot giardinera"
2,Sandwiches,Mozzarella Cheese,$0.50,""
2,Sandwiches,Sandwiches On Garlic Bread,$0.50,""
2,Sandwiches,Extra Sauce On The Side,$0.25,""
2,Pizza,Cheese,$9.00 - $15.00,""
2,Pizza,Extra Ingredient,$1.25 - $2.50,""
2,Pizza,Rosangelas Special,$14.00 - $25.00,"sausage, mushrooms, green peppers & onion"
2,Pizza,Friday Special,$12.75 - $25.00,"mushrooms, green pepper & onion"
2,Ingredients,Ingredients,$0.00,"sausage, mushrooms, green peppers, onions, pepperoni, garlic, black or green olives, tomatoes, anchovies, giardiniera"
2,Pasta,Spaghetti,$5.50,""
2,Pasta,Spaghetti With Garlic & Oil,$7.00,""
2,Pasta,Spaghetti With Mushrooms,$6.25,""
2,Pasta,Mostaccioli,$5.50,""
2,Pasta,Baked Mostaccioli,$7.00,""
2,Pasta,Ravioli,$7.25,(cheese or meat)
2,Pasta,Spinach Ravioli,$7.75,""
2,Pasta,Lasagna,$8.00,(cheese or meat) includes salad
2,Pasta,Tortellini,$7.75,(cheese or meat)
2,Pasta,Gnocchi,$7.75,(potato dumpling)
2,Pasta,Linguini,$8.50,(red or white clam sauce)
3,Fresh Salads,Garden Salad,$3.79,"salad greens, tomato, green pepper & black olives."
3,Fresh Salads,Grilled Chicken Breast Garden Salad,$5.79,""
3,Fresh Salads,Caesar Salad,$3.79,"romaine lettuce, croutons & parmesan cheese."
3,Fresh Salads,Grilled Chicken Breast Caesar Salad ,$5.79,""
3,Hot Italian Subs,Italian Beef ,$4.49,"1/4 pound, grilled onions & sweet peppers."
3,Hot Italian Subs,Cheesy Beef,$5.19,italian beef topped with provolone cheese.
3,Hot Italian Subs,Italian Sausage ,$4.19,grilled onions & sweet peppers.
3,Hot Italian Subs,Combo,$5.19,(beef & sausage) grilled onions & sweet peppers.
3,Hot Italian Subs,House-Made Meatballs,$4.49,red sauce and provolone.
3,Hot Italian Subs,The Philly Cheese Steak,$5.49,"grilled steak, green pepper & onions topped with provolone."
3,Hot Italian Subs,Chicken Cheese Steak Philly Style,$5.49,"grilled chicken breast, green pepper & onions topped with provolone."
3,Hot Italian Subs,Crispy Chicken Parmesan ,$4.19,red sauce and provolone.
3,Hot Italian Subs,Grilled Chicken Breast Giardineria,$4.49,"barneys favorite, topped with provolone."
3,Chicago-Style Thin Crust Pizza - Foot-Long Slices,Cheese - Barneys Special Blend,$3.25,""
3,Chicago-Style Thin Crust Pizza - Foot-Long Slices,Sausage Or Pepperoni,$3.50,""
3,Chicago-Style Thin Crust Pizza - Foot-Long Slices,Daily Special Toppings,$3.50,""
3,Chicago-Style Thin Crust Pizza - Whole Pizza Pies,Cheese,$7.99 - $21.99,""
3,Chicago-Style Thin Crust Pizza - Whole Pizza Pies,Extra Toppings,$1.25 - $3.00,""
3,Chicago-Style Thin Crust Pizza - Whole Pizza Pies,Tempting Toppings,"","italian sausage, pepperoni, canadian bacon, italian beef, real bacon, ground beef, grilled chicken, mushroom, tomato, black olive, onion, spinach, garlic, green pepper, giardineria, jalapenos."
3,Buffalo Wings,Buffalo Wings,$2.89 - $63.99,""
3,Rib Tips,Rib Tips,$4.99 - $9.99,"mini  1/2 pound, regular  1 pound & large  1 and 1/2 pounds."
3,Side Orders,Original Fries,$1.29 - $1.89,""
3,Side Orders,Cheese Fries,$2.69,(large).
3,Side Orders,Onion Rings,$3.49,(1/2 lb).
3,Side Orders,Mozzarella Sticks - 6 Pcs,$3.89 - $5.59,"(6 pcs, 9 pcs)."
3,Side Orders,Sweet Peppers,$0.60,"giardineria, or jalapenos."
3,Side Orders,Grilled Onions,$0.60,""
3,Side Orders,Extra Dressing,$0.75,""
3,Side Orders,Garlic Toast,$1.49,""
3,Desserts,Elis Famous Cheesecake,$2.49,"plain, chocolate chip, snickers."
3,Desserts,Old-Fashioned Butter Cookies,$1.99,""
3,Ice Cream Shakes,"Vanilla, Chocolate Or Strawberry - 16 Oz",$2.49,""
3,Ice Cream Shakes,Specialty Flavors - 16 Oz,$2.49,""
3,Drinks,Can Of Pop,$0.75,""
3,Drinks,16 Oz. Medium Fountain Soda,$1.45,""
3,Drinks,Bottled Water,$1.00,""
3,Drinks,1-Liter Soda,$1.75,""
4,APPETIZERS,SPINACH STUFFED MUSHROOMS,$10.95,""
4,APPETIZERS,SHRIMP & SCALLOP CEVICHE,$11.95,""
4,APPETIZERS,FRIED CALAMARI,$13.95,""
4,APPETIZERS,SHRIMP DE JONGHE,$13.95,""
4,APPETIZERS,OYSTERS ROCKEFELLER,$14.95,4 oysters
4,APPETIZERS,JUMBO SHRIMP COCKTAIL,$14.95,""
4,APPETIZERS,COLOSSAL LUMP CRAB CAKE,$15.95,""
4,APPETIZERS,AHI TUNA TARTARE,$15.95,""
4,APPETIZERS,2nd MORTGAGE (Price per Person),$18.95,"Alaskan King Crab, Jumbo Shrimp, Lobster Cocktail, Shrimp & Scallop Ceviche."
4,SOUPS AND SALADS ,MANHATTAN CLAM CHOWDER,$6.95,""
4,SOUPS AND SALADS ,CRAB BISQUE,$7.95,""
4,SOUPS AND SALADS ,JOE'S COLE SLAW,$5.95,""
4,SOUPS AND SALADS ,JOE'S ALL GREENS SALAD,$7.95,Roasted Shallot Vinaigrette.
4,SOUPS AND SALADS ,B.L.T. WEDGE,$10.95,"Chopped Egg, Blue Cheese, Joe's Vinaigrette."
4,SOUPS AND SALADS ,CAESAR SALAD,$11.95,""
4,SOUPS AND SALADS ,"CHOPPED LETTUCE, TOMATO, ONION & BLEU CHEESE",$11.95,""
4,SOUPS AND SALADS ,VEGETABLE CHOPPED SALAD,$13.95,"Farmer's Cheese,  Creamy Vinaigrette."
4,SOUPS AND SALADS ,SEAFOOD CHOPPED SALAD,$18.95,"Shrimp, Lobster,  Alaskan King Crab."
4,STONE CRABS,STONE CRAB APPETIZER - 3 Select Per Order,$24.95,THIS YEAR?S CATCH HAS BEEN HISTORICALLY LOW AND WE MAY NOT ALWAYS HAVE STONE CRABS TO OFFER.
4,STONE CRABS,MEDIUM STONE CRABS - 7 Per Order,$39.95,THIS YEAR?S CATCH HAS BEEN HISTORICALLY LOW AND WE MAY NOT ALWAYS HAVE STONE CRABS TO OFFER.
4,STONE CRABS,SELECT STONE CRABS - 6 Per Order,$48.95,THIS YEAR?S CATCH HAS BEEN HISTORICALLY LOW AND WE MAY NOT ALWAYS HAVE STONE CRABS TO OFFER.
4,STONE CRABS,LARGE STONE CRABS - 5 Per Order,$60.00,THIS YEAR?S CATCH HAS BEEN HISTORICALLY LOW AND WE MAY NOT ALWAYS HAVE STONE CRABS TO OFFER.
4,FRESH FISH,"CRISPY ""FISH & CHIPS""",$21.95,""
4,FRESH FISH,SALMON AU POIVRE,$22.95,"Orange, Fennel, Radish."
4,FRESH FISH,MAHI-MAHI,$23.95,"Herb Breadcrumbs, Mustard Vinaigrette."
4,FRESH FISH,MUSHROOM STUFFED SOLE,$25.95,"Butter Poached Lobster, Sherry Cream."
4,FRESH FISH,PARMESAN HALIBUT,$29.95,"Arugula, red onion, grape tomato, and charred lemon."
4,FRESH FISH,SEARED AHI TUNA ,$33.95,"Sweet onion ponzu, charred long beans, and wasabi."
